0,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Class,theft
1189,33.90733453,3.586220833,0.0,0.0,9.179850659,19.4245,140.4144355,91.92121078,33.3988,15.09442476,FullServiceRestaurant,Normal
1190,33.9067314,3.586220833,0.0,0.0,9.179850659,19.4245,128.893631,92.84715949,25.0491,10.99737153,FullServiceRestaurant,Normal
1191,33.89364378,3.586220833,0.0,0.0,9.179850659,19.4245,137.2715393,92.87469366,33.3988,10.9980456,FullServiceRestaurant,Normal
1192,41.32640016,3.586220833,0.00651725,0.0,9.179850659,26.9147,151.484065,90.38904907,50.0982,10.99681591,FullServiceRestaurant,Normal
1193,42.39120121,3.586220833,0.0,0.0,9.179850659,26.9147,159.4173891,94.80437172,50.0982,14.51481741,FullServiceRestaurant,Normal
1194,45.57263002,3.586220833,0.0,0.0,9.179850659,26.9147,168.6378735,100.4862936,50.0982,18.05337993,FullServiceRestaurant,Normal
1195,38.21081541,3.586220833,0.0,0.0,9.179850659,19.4245,158.3239794,106.2889952,33.3988,18.63618416,FullServiceRestaurant,Normal
1196,38.18987702,3.586220833,0.0,0.0,9.179850659,19.4245,159.5223143,111.609838,33.3988,14.51367638,FullServiceRestaurant,Normal
1197,38.11757097,3.586220833,0.0,0.0,9.179850659,19.4245,162.1051132,119.0014822,25.0491,18.05453106,FullServiceRestaurant,Normal
1198,38.00946257,3.586220833,0.0,0.0,9.179850659,19.4245,152.0814297,120.8680159,16.6994,14.51401382,FullServiceRestaurant,Normal
1199,38.81951279,3.586220833,0.0,0.0,9.179850659,19.4245,138.4100118,122.5558559,8.3497,7.504455954,FullServiceRestaurant,Normal
1224,10.96507661,1.782139598,0.0,0.0,2.280921354,4.069547937,56.86869616,51.47891528,1.659722777,3.730058109,FullServiceRestaurant,Theft1
1225,7.274390471,0.0,0.0,0.0,0.760307118,3.722186289,1.953937099,0.0,1.659722777,0.294214323,FullServiceRestaurant,Theft1
1226,7.285538702,0.0,0.0,0.0,0.760307118,3.722186289,1.669661594,0.0,1.659722777,0.009938817,FullServiceRestaurant,Theft1
1227,7.292345685,0.0,0.0,0.0,0.760307118,3.722186289,1.95394005,0.0,1.659722777,0.294217273,FullServiceRestaurant,Theft1
1228,7.623395742,0.0,0.0,0.0,0.760307118,3.722186289,1.669661594,0.0,1.659722777,0.009938817,FullServiceRestaurant,Theft1
1229,11.27810325,1.782139598,0.002596494,0.0,2.280921354,4.069547937,56.82367218,52.66442642,4.149306942,0.009938817,FullServiceRestaurant,Theft1
1230,19.06632265,1.782139598,0.003853628,0.0,4.561842709,9.65282737,60.9132563,49.74808392,8.298613884,2.866558498,FullServiceRestaurant,Theft1
1231,22.66836308,1.782139598,0.006241011,0.0,4.561842709,13.37501366,66.76704175,43.28519039,12.44792083,11.03393054,FullServiceRestaurant,Theft1
1232,21.62005276,1.782139598,0.0,0.0,4.561842709,13.37501366,64.4680762,38.0149118,16.59722777,9.855936633,FullServiceRestaurant,Theft1
1233,16.84890386,1.782139598,0.0,0.0,4.561842709,9.65282737,60.54774184,40.00902831,12.44792083,8.090792709,FullServiceRestaurant,Theft1
1234,20.56908407,1.782139598,0.002224209,0.0,4.561842709,13.37501366,72.05637969,44.09692588,20.74653471,7.2129191,FullServiceRestaurant,Theft1
1235,20.95321058,1.782139598,0.0,0.0,4.561842709,13.37501366,64.55090862,35.42418062,20.74653471,8.380193292,FullServiceRestaurant,Theft1
1236,20.59905584,1.782139598,0.0,0.0,4.561842709,13.37501366,58.69709751,30.73768902,20.74653471,7.212873786,FullServiceRestaurant,Theft1
1237,16.85662314,1.782139598,0.0,0.0,4.561842709,9.65282737,58.0138081,35.07907408,16.59722777,6.337506251,FullServiceRestaurant,Theft1
1238,16.85569043,1.782139598,0.0,0.0,4.561842709,9.65282737,56.13595606,38.22271171,12.44792083,5.465323521,FullServiceRestaurant,Theft1
1239,16.84866502,1.782139598,0.0,0.0,4.561842709,9.65282737,61.98705831,39.9252936,16.59722777,5.464536939,FullServiceRestaurant,Theft1
1240,20.54221333,1.782139598,0.004146032,0.0,4.561842709,13.37501366,69.91373535,39.55301663,24.89584165,5.464877067,FullServiceRestaurant,Theft1
1241,21.07222042,1.782139598,0.000588646,0.0,4.561842709,13.37501366,69.46347701,37.3549643,24.89584165,7.212671065,FullServiceRestaurant,Theft1
1242,22.6551767,1.782139598,0.000678575,0.0,4.561842709,13.37501366,69.10654023,34.06432162,24.89584165,10.14637695,FullServiceRestaurant,Theft1
1243,18.92790316,1.782139598,0.0,0.0,4.561842709,9.65282737,61.99132314,34.65071895,16.59722777,10.74337642,FullServiceRestaurant,Theft1
1244,18.92361929,1.782139598,0.0,0.0,4.561842709,9.65282737,60.19390595,34.62516791,16.59722777,8.971510271,FullServiceRestaurant,Theft1
1245,18.90322575,1.782139598,0.0,0.0,4.561842709,9.65282737,60.40548903,37.81082655,12.44792083,10.14674166,FullServiceRestaurant,Theft1
1246,18.89912815,1.782139598,0.0,0.0,4.561842709,9.65282737,55.93246672,39.54565291,8.298613884,8.088199923,FullServiceRestaurant,Theft1
1247,19.30012519,1.782139598,0.0,0.0,4.561842709,9.65282737,49.21997292,40.47560042,4.149306942,4.595065555,FullServiceRestaurant,Theft1
1248,22.07656488,3.586220833,0.0,0.0,4.58992533,8.1892,99.07086138,88.22470481,3.33988,7.506276571,FullServiceRestaurant,Normal
1249,14.65227679,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1250,14.67610242,0.0,0.0,0.0,1.52997511,7.4902,3.931925042,0.0,3.33988,0.592045042,FullServiceRestaurant,Normal
1251,14.68973207,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1252,14.84106476,0.0,0.0,0.0,1.52997511,7.4902,3.931930988,0.0,3.33988,0.592050988,FullServiceRestaurant,Normal
1253,22.19073873,3.586220833,0.001781024,0.0,4.58992533,8.1892,99.34786146,90.97816146,8.3497,0.02,FullServiceRestaurant,Normal
1254,38.15158457,3.586220833,0.008264505,0.0,9.179850659,19.4245,108.0508226,85.58267476,16.6994,5.76874783,FullServiceRestaurant,Normal
1255,45.62729616,3.586220833,0.012647742,0.0,9.179850659,26.9147,123.7251977,77.05513339,25.0491,21.62096433,FullServiceRestaurant,Normal
1256,43.51681945,3.586220833,0.002638321,0.0,9.179850659,26.9147,129.6251667,76.39304358,33.3988,19.83332316,FullServiceRestaurant,Normal
1257,33.91053257,3.586220833,0.0,0.0,9.179850659,19.4245,119.250913,77.33861059,25.0491,16.8632024,FullServiceRestaurant,Normal
1258,41.40339514,3.586220833,0.004733747,0.0,9.179850659,26.9147,134.6914065,78.4299061,41.7485,14.5130004,FullServiceRestaurant,Normal
1259,42.17117006,3.586220833,0.0,0.0,9.179850659,26.9147,127.3646957,69.33611054,41.7485,16.2800852,FullServiceRestaurant,Normal
1260,41.4544457,3.586220833,0.0,0.0,9.179850659,26.9147,117.7326639,61.47046981,41.7485,14.51369408,FullServiceRestaurant,Normal
1261,33.92834016,3.586220833,0.0,0.0,9.179850659,19.4245,110.6908814,64.53853051,33.3988,12.75355089,FullServiceRestaurant,Normal
1262,33.9199349,3.586220833,0.0,0.0,9.179850659,19.4245,107.3021528,70.67694331,25.0491,11.57610952,FullServiceRestaurant,Normal
1263,33.90064403,3.586220833,0.0,0.0,9.179850659,19.4245,120.9980327,76.60229755,33.3988,10.99693512,FullServiceRestaurant,Normal
1264,41.32732344,3.586220833,0.006752808,0.0,9.179850659,26.9147,136.2513276,75.15572899,50.0982,10.99739859,FullServiceRestaurant,Normal
1265,42.39197488,3.586220833,0.0,0.0,9.179850659,26.9147,135.7175687,71.10593708,50.0982,14.51343164,FullServiceRestaurant,Normal
1266,45.57681723,3.586220833,0.001243803,0.0,9.179850659,26.9147,138.2824326,68.34971855,50.0982,19.83451405,FullServiceRestaurant,Normal
1267,38.21843689,3.586220833,0.0,0.0,9.179850659,19.4245,131.4599007,75.85936464,33.3988,22.20173607,FullServiceRestaurant,Normal
1268,38.19731156,3.586220833,0.0,0.0,9.179850659,19.4245,131.3286247,79.87408891,33.3988,18.05573583,FullServiceRestaurant,Normal
1269,38.1257517,3.586220833,0.0,0.0,9.179850659,19.4245,138.1198244,93.23765962,25.0491,19.8330648,FullServiceRestaurant,Normal
1270,38.01659469,3.586220833,0.0,0.0,9.179850659,19.4245,128.9172634,95.9342075,16.6994,16.28365587,FullServiceRestaurant,Normal
1271,38.82657974,3.586220833,0.0,0.0,9.179850659,19.4245,120.201107,102.6004532,8.3497,9.250953878,FullServiceRestaurant,Normal
1272,22.06512838,3.586220833,0.0,0.0,4.58992533,8.1892,123.6946808,112.8501735,3.33988,7.504627394,FullServiceRestaurant,Normal
1273,14.63288448,0.0,0.0,0.0,1.52997511,7.4902,3.931974219,0.0,3.33988,0.592094219,FullServiceRestaurant,Normal
1274,14.65172163,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1275,14.66231761,0.0,0.0,0.0,1.52997511,7.4902,3.931928364,0.0,3.33988,0.592048364,FullServiceRestaurant,Normal
1276,14.81337683,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1277,22.17397989,3.586220833,0.005653411,0.0,4.58992533,8.1892,146.2811505,137.3393703,8.3497,0.592080184,FullServiceRestaurant,Normal
1278,38.13083121,3.586220833,0.007097982,0.0,9.179850659,19.4245,154.6577617,132.7645247,16.6994,5.193837011,FullServiceRestaurant,Normal
1279,45.59786449,3.586220833,0.008619659,0.0,9.179850659,26.9147,173.7649388,126.510378,25.0491,22.2054608,FullServiceRestaurant,Normal
1280,42.43008085,3.586220833,0.002075021,0.0,9.179850659,26.9147,177.3386956,124.1071755,33.3988,19.83272008,FullServiceRestaurant,Normal
1281,33.88590261,3.586220833,0.0,0.0,9.179850659,19.4245,156.155641,114.823788,25.0491,16.28275297,FullServiceRestaurant,Normal
1282,41.37904404,3.586220833,0.00182529,0.0,9.179850659,26.9147,164.1180663,107.855431,41.7485,14.51413535,FullServiceRestaurant,Normal
1283,42.15193443,3.586220833,0.0,0.0,9.179850659,26.9147,153.8914245,95.28009776,41.7485,16.86282671,FullServiceRestaurant,Normal
1284,41.43352561,3.586220833,0.0,0.0,9.179850659,26.9147,141.2198416,84.95758347,41.7485,14.51375812,FullServiceRestaurant,Normal
1285,33.90657113,3.586220833,0.0,0.0,9.179850659,19.4245,131.66831,85.51597256,33.3988,12.75353742,FullServiceRestaurant,Normal
1286,33.90528715,3.586220833,0.0,0.0,9.179850659,19.4245,129.8142559,93.76859728,25.0491,10.99655858,FullServiceRestaurant,Normal
1287,33.88995359,3.586220833,0.0,0.0,9.179850659,19.4245,143.2132403,98.8168293,33.3988,10.99761102,FullServiceRestaurant,Normal
1288,41.31834654,3.586220833,0.006238817,0.0,9.179850659,26.9147,156.9422123,95.84647336,50.0982,10.99753897,FullServiceRestaurant,Normal
1289,42.38565393,3.586220833,0.0,0.0,9.179850659,26.9147,156.8005253,92.18818526,50.0982,14.51414006,FullServiceRestaurant,Normal
1290,45.57186519,3.586220833,0.000779613,0.0,9.179850659,26.9147,157.0906505,86.57504331,50.0982,20.41740719,FullServiceRestaurant,Normal
1291,38.21351023,3.586220833,0.0,0.0,9.179850659,19.4245,145.8815957,90.8618405,33.3988,21.62095522,FullServiceRestaurant,Normal
1292,38.19494881,3.586220833,0.0,0.0,9.179850659,19.4245,144.1661221,92.71623011,33.3988,18.05109203,FullServiceRestaurant,Normal
1293,38.12399064,3.586220833,0.0,0.0,9.179850659,19.4245,141.7615744,96.29410381,25.0491,20.41837062,FullServiceRestaurant,Normal
1294,38.01408095,3.586220833,0.0,0.0,9.179850659,19.4245,138.4903801,105.5126186,16.6994,16.27836146,FullServiceRestaurant,Normal
1295,38.82304928,3.586220833,0.0,0.0,9.179850659,19.4245,126.6098444,109.0127063,8.3497,9.247438123,FullServiceRestaurant,Normal
1320,22.06867598,3.586220833,0.0,0.0,4.58992533,8.1892,108.5618245,97.717253,3.33988,7.504691472,FullServiceRestaurant,Normal
1321,14.64140916,0.0,0.0,0.0,1.52997511,7.4902,3.931965644,0.0,3.33988,0.592085644,FullServiceRestaurant,Normal
1322,14.66457421,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1323,14.67862764,0.0,0.0,0.0,1.52997511,7.4902,3.931971553,0.0,3.33988,0.592091553,FullServiceRestaurant,Normal
1324,14.83065761,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1325,22.18811881,3.586220833,0.009424736,0.0,4.58992533,8.1892,109.8463054,100.9045597,8.3497,0.592045689,FullServiceRestaurant,Normal
1326,38.14374246,3.586220833,0.008035771,0.0,9.179850659,19.4245,116.9356895,95.04320961,16.6994,5.193079923,FullServiceRestaurant,Normal
1327,45.61456625,3.586220833,0.00814204,0.0,9.179850659,26.9147,111.6625618,80.84512977,25.0491,5.768332078,FullServiceRestaurant,Normal
1328,42.44710687,3.586220833,0.0,0.0,9.179850659,26.9147,112.5687288,73.40169274,33.3988,5.7682361,FullServiceRestaurant,Normal
1329,33.92126961,3.586220833,0.002137767,0.0,9.179850659,19.4245,111.5775535,68.47613767,25.0491,18.05231582,FullServiceRestaurant,Normal
1330,41.40974353,3.586220833,0.004804823,0.0,9.179850659,26.9147,131.3684228,72.75636741,41.7485,16.86355539,FullServiceRestaurant,Normal
1331,42.16734591,3.586220833,0.0,0.0,9.179850659,26.9147,131.3413986,71.53749274,41.7485,18.0554059,FullServiceRestaurant,Normal
1332,41.44860695,3.586220833,0.0,0.0,9.179850659,26.9147,130.759432,70.95725679,41.7485,18.05367523,FullServiceRestaurant,Normal
1333,33.93773648,3.586220833,0.0,0.0,9.179850659,19.4245,114.2219314,64.54234707,33.3988,16.28078434,FullServiceRestaurant,Normal
1334,33.9450731,3.586220833,0.0,0.0,9.179850659,19.4245,104.5457218,64.40299335,25.0491,15.09362842,FullServiceRestaurant,Normal
1335,33.93061696,3.586220833,0.0,0.0,9.179850659,19.4245,114.143953,66.23372841,33.3988,14.51142461,FullServiceRestaurant,Normal
1336,41.35294635,3.586220833,0.005207042,0.0,9.179850659,26.9147,130.5917757,67.74046498,50.0982,12.75311072,FullServiceRestaurant,Normal
1337,41.35544261,3.586220833,0.0,0.0,9.179850659,26.9147,134.0304845,69.41874161,50.0982,14.51354292,FullServiceRestaurant,Normal
1338,45.59578539,3.586220833,0.001385212,0.0,9.179850659,26.9147,132.4110654,62.47821198,50.0982,19.83465344,FullServiceRestaurant,Normal
1339,38.23810269,3.586220833,0.0,0.0,9.179850659,19.4245,114.1746134,60.35923152,33.3988,20.41658189,FullServiceRestaurant,Normal
1340,38.21965933,3.586220833,0.0,0.0,9.179850659,19.4245,117.4598605,66.00663241,33.3988,18.05442804,FullServiceRestaurant,Normal
1341,38.14653742,3.586220833,0.0,0.0,9.179850659,19.4245,113.0017742,68.12012947,25.0491,19.83254477,FullServiceRestaurant,Normal
1342,38.03603015,3.586220833,0.0,0.0,9.179850659,19.4245,102.175209,70.38140938,16.6994,15.09439964,FullServiceRestaurant,Normal
1343,38.84275096,3.586220833,0.0,0.0,9.179850659,19.4245,94.18718486,74.84026667,8.3497,10.99721818,FullServiceRestaurant,Normal
1344,22.07833674,3.586220833,0.0,0.0,4.58992533,8.1892,104.3186631,91.73251254,3.33988,9.246270608,FullServiceRestaurant,Normal
1345,14.65519868,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1346,14.67731625,0.0,0.0,0.0,1.52997511,7.4902,3.931945238,0.0,3.33988,0.592065238,FullServiceRestaurant,Normal
1347,14.68810941,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1348,14.83647334,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1349,22.18725558,3.586220833,0.008858512,0.0,4.58992533,8.1892,116.6323233,107.690535,8.3497,0.592088379,FullServiceRestaurant,Normal
1350,38.13884189,3.586220833,0.007792087,0.0,9.179850659,19.4245,122.8163948,100.3485695,16.6994,5.76842532,FullServiceRestaurant,Normal
1351,45.60267187,3.586220833,0.007916738,0.0,9.179850659,26.9147,114.7643319,83.94750435,25.0491,5.767727529,FullServiceRestaurant,Normal
1352,42.43020968,3.586220833,0.0,0.0,9.179850659,26.9147,121.2049318,82.6129745,33.3988,5.193157252,FullServiceRestaurant,Normal
1353,33.8846735,3.586220833,0.0,0.0,9.179850659,19.4245,120.9543711,90.1369513,25.0491,5.768319844,FullServiceRestaurant,Normal
1354,41.38221991,3.586220833,0.005414703,0.0,9.179850659,26.9147,144.9769401,85.17383406,41.7485,18.05460599,FullServiceRestaurant,Normal
1355,42.15433172,3.586220833,0.0,0.0,9.179850659,26.9147,139.7726349,79.38785433,41.7485,18.63628057,FullServiceRestaurant,Normal
1356,41.43418652,3.586220833,0.0,0.0,9.179850659,26.9147,128.2934218,72.0319559,41.7485,14.51296588,FullServiceRestaurant,Normal
1357,33.91226887,3.586220833,0.0,0.0,9.179850659,19.4245,122.8384852,74.92705036,33.3988,14.51263487,FullServiceRestaurant,Normal
1358,33.91255752,3.586220833,0.0,0.0,9.179850659,19.4245,115.5758524,79.52904983,25.0491,10.99770261,FullServiceRestaurant,Normal
1359,33.89811797,3.586220833,0.0,0.0,9.179850659,19.4245,122.3574169,77.96157774,33.3988,10.99703916,FullServiceRestaurant,Normal
1360,41.32844499,3.586220833,0.006639756,0.0,9.179850659,26.9147,136.5180706,75.4216828,50.0982,10.99818776,FullServiceRestaurant,Normal
1361,41.33371045,3.586220833,0.0,0.0,9.179850659,26.9147,142.5369516,77.34417266,50.0982,15.09457897,FullServiceRestaurant,Normal
1362,45.57489757,3.586220833,0.0,0.0,9.179850659,26.9147,147.7190429,79.56627506,50.0982,18.05456786,FullServiceRestaurant,Normal
1363,38.21749639,3.586220833,0.0,0.0,9.179850659,19.4245,133.1062559,81.65266314,33.3988,18.05479277,FullServiceRestaurant,Normal
1364,38.19812632,3.586220833,0.0,0.0,9.179850659,19.4245,133.1159379,85.20310715,33.3988,14.51403072,FullServiceRestaurant,Normal
1365,38.12555388,3.586220833,0.0,0.0,9.179850659,19.4245,137.5891303,93.90332754,25.0491,18.63670273,FullServiceRestaurant,Normal
1366,38.01471527,3.586220833,0.0,0.0,9.179850659,19.4245,129.3369992,98.12609735,16.6994,14.51150182,FullServiceRestaurant,Normal
1367,38.82453165,3.586220833,0.0,0.0,9.179850659,19.4245,115.3040716,99.44819832,8.3497,7.506173282,FullServiceRestaurant,Normal
1368,22.06534848,3.586220833,0.0,0.0,4.58992533,8.1892,119.5929089,108.7473055,3.33988,7.505723459,FullServiceRestaurant,Normal
1369,14.63376031,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1370,14.65397279,0.0,0.0,0.0,1.52997511,7.4902,3.93193605,0.0,3.33988,0.59205605,FullServiceRestaurant,Normal
1371,14.66660003,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1372,14.81734373,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1373,22.17722338,3.586220833,0.005381613,0.0,4.58992533,8.1892,125.4351055,116.4933177,8.3497,0.592087834,FullServiceRestaurant,Normal
1374,38.13539715,3.586220833,0.007406635,0.0,9.179850659,19.4245,130.5626906,108.0949583,16.6994,5.768332309,FullServiceRestaurant,Normal
1375,45.6052188,3.586220833,0.011487121,0.0,9.179850659,26.9147,143.7907753,97.12223487,25.0491,21.61944041,FullServiceRestaurant,Normal
1376,42.43502881,3.586220833,0.002226628,0.0,9.179850659,26.9147,151.6009322,98.3701627,33.3988,19.83196948,FullServiceRestaurant,Normal
1377,33.88932726,3.586220833,0.0,0.0,9.179850659,19.4245,136.3129417,94.40097306,25.0491,16.86286863,FullServiceRestaurant,Normal
1378,41.380092,3.586220833,0.002765421,0.0,9.179850659,26.9147,144.7459782,88.48410061,41.7485,14.51337762,FullServiceRestaurant,Normal
1379,42.15255929,3.586220833,0.0,0.0,9.179850659,26.9147,134.2183119,76.18864196,41.7485,16.2811699,FullServiceRestaurant,Normal
1380,41.43454564,3.586220833,0.0,0.0,9.179850659,26.9147,121.8131785,65.55024485,41.7485,14.51443366,FullServiceRestaurant,Normal
1381,33.90931836,3.586220833,0.0,0.0,9.179850659,19.4245,112.2686242,66.1173736,33.3988,12.75245059,FullServiceRestaurant,Normal
1382,33.90758005,3.586220833,0.0,0.0,9.179850659,19.4245,105.9934002,69.94656635,25.0491,10.99773385,FullServiceRestaurant,Normal
1383,33.89401832,3.586220833,0.0,0.0,9.179850659,19.4245,119.8028121,74.82738528,33.3988,11.57662686,FullServiceRestaurant,Normal
1384,41.32202635,3.586220833,0.00659725,0.0,9.179850659,26.9147,135.8631625,74.76718431,50.0982,10.99777818,FullServiceRestaurant,Normal
1385,41.32764331,3.586220833,0.0,0.0,9.179850659,26.9147,136.7861523,72.17552998,50.0982,14.51242232,FullServiceRestaurant,Normal
1386,45.57146481,3.586220833,0.0,0.0,9.179850659,26.9147,140.0156685,70.0845531,50.0982,19.83291544,FullServiceRestaurant,Normal
1387,38.21434468,3.586220833,0.0,0.0,9.179850659,19.4245,129.6828654,74.66227132,33.3988,21.62179409,FullServiceRestaurant,Normal
1388,38.19575445,3.586220833,0.0,0.0,9.179850659,19.4245,129.2230047,77.1856437,33.3988,18.63856105,FullServiceRestaurant,Normal
1389,38.12488366,3.586220833,0.0,0.0,9.179850659,19.4245,132.5401598,87.65566811,25.0491,19.83539165,FullServiceRestaurant,Normal
1390,38.01565309,3.586220833,0.0,0.0,9.179850659,19.4245,127.5773103,94.59751631,16.6994,16.28039395,FullServiceRestaurant,Normal
1391,38.82478024,3.586220833,0.0,0.0,9.179850659,19.4245,120.9627687,103.3627567,8.3497,9.250311965,FullServiceRestaurant,Normal
1392,17.40925242,2.829532237,0.0,0.0,3.621456204,6.461287933,100.919049,92.36190429,2.635169045,5.921975711,FullServiceRestaurant,Theft1
1393,11.54612366,0.0,0.0,0.0,1.207152068,5.909776154,3.102321347,0.0,2.635169045,0.467152302,FullServiceRestaurant,Theft1
1394,11.56030053,0.0,0.0,0.0,1.207152068,5.909776154,2.650949067,0.0,2.635169045,0.015780022,FullServiceRestaurant,Theft1
1395,11.56889331,0.0,0.0,0.0,1.207152068,5.909776154,3.102305602,0.0,2.635169045,0.467136557,FullServiceRestaurant,Theft1
1396,12.09424246,0.0,0.0,0.0,1.207152068,5.909776154,2.650949067,0.0,2.635169045,0.015780022,FullServiceRestaurant,Theft1
1397,17.90000754,2.829532237,0.004709943,0.0,3.621456204,6.461287933,112.2504245,105.6467219,6.587922612,0.015780022,FullServiceRestaurant,Theft1
1398,30.26549976,2.829532237,0.00540021,0.0,7.242912408,15.32595216,120.3586222,102.6314659,13.17584522,4.551311127,FullServiceRestaurant,Theft1
1399,35.9755597,2.829532237,0.006595395,0.0,7.242912408,21.23572832,139.4339002,102.1519261,19.76376784,17.51820628,FullServiceRestaurant,Theft1
1400,32.63985633,2.829532237,0.0,0.0,7.242912408,21.23572832,138.909255,96.90873987,26.35169045,15.64882468,FullServiceRestaurant,Theft1
1401,26.73708711,2.829532237,0.0,0.0,7.242912408,15.32595216,118.1666007,85.55635077,19.76376784,12.84648213,FullServiceRestaurant,Theft1
1402,32.65087689,2.829532237,0.001054248,0.0,7.242912408,21.23572832,124.1506767,79.758752,32.93961306,11.45231163,FullServiceRestaurant,Theft1
1403,33.25979071,2.829532237,0.0,0.0,7.242912408,21.23572832,118.7458351,72.5018233,32.93961306,13.3043987,FullServiceRestaurant,Theft1
1404,32.69114188,2.829532237,0.0,0.0,7.242912408,21.23572832,109.0049947,64.61462043,32.93961306,11.45076117,FullServiceRestaurant,Theft1
1405,26.7552054,2.829532237,0.0,0.0,7.242912408,15.32595216,100.6163807,64.20261269,26.35169045,10.0620776,FullServiceRestaurant,Theft1
1406,26.7539467,2.829532237,0.0,0.0,7.242912408,15.32595216,95.65203812,67.21033879,19.76376784,8.67793149,FullServiceRestaurant,Theft1
1407,26.74223188,2.829532237,0.0,0.0,7.242912408,15.32595216,106.1892139,71.16174816,26.35169045,8.675775271,FullServiceRestaurant,Theft1
1408,32.60436944,2.829532237,0.005103845,0.0,7.242912408,21.23572832,117.0003728,68.7953214,39.52753567,8.677515732,FullServiceRestaurant,Theft1
1409,32.61023242,2.829532237,0.0,0.0,7.242912408,21.23572832,118.4936384,67.51444417,39.52753567,11.45165858,FullServiceRestaurant,Theft1
1410,35.95793451,2.829532237,0.0,0.0,7.242912408,21.23572832,127.2172911,71.58037881,39.52753567,16.10937662,FullServiceRestaurant,Theft1
1411,30.03821324,2.829532237,0.0,0.0,7.242912408,15.32595216,124.9864737,81.57736306,26.35169045,17.05742015,FullServiceRestaurant,Theft1
1412,30.02923986,2.829532237,0.0,0.0,7.242912408,15.32595216,123.9207138,83.32505887,26.35169045,14.24396445,FullServiceRestaurant,Theft1
1413,29.99714835,2.829532237,0.0,0.0,7.242912408,15.32595216,121.4906454,85.61651924,19.76376784,16.11035829,FullServiceRestaurant,Theft1
1414,29.99185528,2.829532237,0.0,0.0,7.242912408,15.32595216,111.5480465,85.53027012,13.17584522,12.84193114,FullServiceRestaurant,Theft1
1415,30.63121878,2.829532237,0.0,0.0,7.242912408,15.32595216,99.34689743,85.46322329,6.587922612,7.295751526,FullServiceRestaurant,Theft1
1416,22.06369792,3.586220833,0.0,0.0,4.58992533,8.1892,123.2615119,112.4165832,3.33988,7.50504867,FullServiceRestaurant,Normal
1417,14.63669101,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1418,14.65838279,0.0,0.0,0.0,1.52997511,7.4902,3.931932899,0.0,3.33988,0.592052899,FullServiceRestaurant,Normal
1419,14.67166099,0.0,0.0,0.0,1.52997511,7.4902,3.35988,0.0,3.33988,0.02,FullServiceRestaurant,Normal
1420,14.82313408,0.0,0.0,0.0,1.52997511,7.4902,3.931938833,0.0,3.33988,0.592058833,FullServiceRestaurant,Normal
1421,22.17964405,3.586220833,0.00482881,0.0,4.58992533,8.1892,112.5883244,104.2186244,8.3497,0.02,FullServiceRestaurant,Normal
1422,38.13807831,3.586220833,0.007819116,0.0,9.179850659,19.4245,120.090505,97.62227615,16.6994,5.768828833,FullServiceRestaurant,Normal
1423,45.61113408,3.586220833,0.012043321,0.0,9.179850659,26.9147,135.6259773,88.95561131,25.0491,21.62126595,FullServiceRestaurant,Normal
1424,41.3829689,3.586220833,0.002590164,0.0,9.179850659,26.9147,139.9483754,86.71598526,33.3988,19.83359013,FullServiceRestaurant,Normal
1425,33.89525144,3.586220833,0.0,0.0,9.179850659,19.4245,127.3757831,85.46416408,25.0491,16.86251905,FullServiceRestaurant,Normal
1426,41.38774003,3.586220833,0.004542496,0.0,9.179850659,26.9147,143.3761145,87.11441032,41.7485,14.51320415,FullServiceRestaurant,Normal
1427,42.1572177,3.586220833,0.0,0.0,9.179850659,26.9147,136.9058868,78.87629365,41.7485,16.28109317,FullServiceRestaurant,Normal
