0,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Class,theft
1414,29.99185528,2.829532237,0,0,7.242912408,15.32595216,111.5480465,85.53027012,13.17584522,12.84193114,FullServiceRestaurant,Theft1
1415,30.63121878,2.829532237,0,0,7.242912408,15.32595216,99.34689743,85.46322329,6.587922612,7.295751526,FullServiceRestaurant,Theft1
1416,22.06369792,3.586220833,0,0,4.58992533,8.1892,123.2615119,112.4165832,3.33988,7.50504867,FullServiceRestaurant,Normal
1417,14.63669101,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1418,14.65838279,0,0,0,1.52997511,7.4902,3.931932899,0,3.33988,0.592052899,FullServiceRestaurant,Normal
1419,14.67166099,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1420,14.82313408,0,0,0,1.52997511,7.4902,3.931938833,0,3.33988,0.592058833,FullServiceRestaurant,Normal
1421,22.17964405,3.586220833,0.00482881,0,4.58992533,8.1892,112.5883244,104.2186244,8.3497,0.02,FullServiceRestaurant,Normal
1422,38.13807831,3.586220833,0.007819116,0,9.179850659,19.4245,120.090505,97.62227615,16.6994,5.768828833,FullServiceRestaurant,Normal
1423,45.61113408,3.586220833,0.012043321,0,9.179850659,26.9147,135.6259773,88.95561131,25.0491,21.62126595,FullServiceRestaurant,Normal
1424,41.3829689,3.586220833,0.002590164,0,9.179850659,26.9147,139.9483754,86.71598526,33.3988,19.83359013,FullServiceRestaurant,Normal
1425,33.89525144,3.586220833,0,0,9.179850659,19.4245,127.3757831,85.46416408,25.0491,16.86251905,FullServiceRestaurant,Normal
1426,41.38774003,3.586220833,0.004542496,0,9.179850659,26.9147,143.3761145,87.11441032,41.7485,14.51320415,FullServiceRestaurant,Normal
1427,42.1572177,3.586220833,0,0,9.179850659,26.9147,136.9058868,78.87629365,41.7485,16.28109317,FullServiceRestaurant,Normal
1428,41.43873004,3.586220833,0,0,9.179850659,26.9147,126.0006368,69.73848938,41.7485,14.51364745,FullServiceRestaurant,Normal
1429,33.91285328,3.586220833,0,0,9.179850659,19.4245,119.601027,73.44852358,33.3988,12.75370347,FullServiceRestaurant,Normal
1430,33.91295113,3.586220833,0,0,9.179850659,19.4245,117.1266187,80.50127416,25.0491,11.57624454,FullServiceRestaurant,Normal
1431,33.89962593,3.586220833,0,0,9.179850659,19.4245,127.9433485,83.54748717,33.3988,10.9970613,FullServiceRestaurant,Normal
1432,41.33316387,3.586220833,0.008392225,0,9.179850659,26.9147,141.4310045,80.33466451,50.0982,10.99813998,FullServiceRestaurant,Normal
1433,41.34078918,3.586220833,0.00254825,0,9.179850659,26.9147,139.553498,74.94244701,50.0982,14.51285097,FullServiceRestaurant,Normal
1434,45.58606711,3.586220833,0.001365407,0,9.179850659,26.9147,138.2650532,68.33339864,50.0982,19.8334546,FullServiceRestaurant,Normal
1435,38.22819608,3.586220833,0,0,9.179850659,19.4245,125.082823,69.48215909,33.3988,22.20186388,FullServiceRestaurant,Normal
1436,38.20950246,3.586220833,0,0,9.179850659,19.4245,120.8713018,69.41777114,33.3988,18.05473066,FullServiceRestaurant,Normal
1437,38.13771562,3.586220833,0,0,9.179850659,19.4245,120.7073459,75.82537005,25.0491,19.8328759,FullServiceRestaurant,Normal
1438,38.02660872,3.586220833,0,0,9.179850659,19.4245,112.3195218,79.33624916,16.6994,16.28387264,FullServiceRestaurant,Normal
1439,38.83376147,3.586220833,0,0,9.179850659,19.4245,100.4258478,82.825073,8.3497,9.251074816,FullServiceRestaurant,Normal
1440,22.07272434,3.586220833,0,0,4.58992533,8.1892,101.4364352,90.59183117,3.33988,7.504724012,FullServiceRestaurant,Normal
1441,14.64858025,0,0,0,1.52997511,7.4902,3.931964184,0,3.33988,0.592084184,FullServiceRestaurant,Normal
1442,14.67235203,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1443,14.68591784,0,0,0,1.52997511,7.4902,3.931935612,0,3.33988,0.592055612,FullServiceRestaurant,Normal
1444,14.83753774,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1445,22.18554937,3.586220833,0.001545386,0,4.58992533,8.1892,102.1837851,93.24202353,8.3497,0.59206154,FullServiceRestaurant,Normal
1446,38.1460323,3.586220833,0.008209858,0,9.179850659,19.4245,109.7902395,87.89693432,16.6994,5.19390515,FullServiceRestaurant,Normal
1447,45.62170754,3.586220833,0.012632178,0,9.179850659,26.9147,126.6300974,79.37524917,25.0491,22.20574822,FullServiceRestaurant,Normal
1448,41.39360333,3.586220833,0.002735496,0,9.179850659,26.9147,130.3650914,77.13193467,33.3988,19.83435671,FullServiceRestaurant,Normal
1449,33.90509281,3.586220833,0,0,9.179850659,19.4245,117.2499104,75.92089627,25.0491,16.27991413,FullServiceRestaurant,Normal
1450,41.40099021,3.586220833,0.00612401,0,9.179850659,26.9147,130.6784613,74.41629642,41.7485,14.51366487,FullServiceRestaurant,Normal
1451,42.17390204,3.586220833,0,0,9.179850659,26.9147,121.585832,62.97494978,41.7485,16.86238225,FullServiceRestaurant,Normal
1452,41.46838456,3.586220833,0,0,9.179850659,26.9147,109.2833116,53.02172265,41.7485,14.51308895,FullServiceRestaurant,Normal
1453,33.94568311,3.586220833,0,0,9.179850659,19.4245,101.4578209,55.30475233,33.3988,12.75426853,FullServiceRestaurant,Normal
1454,33.9464258,3.586220833,0,0,9.179850659,19.4245,95.98573052,59.9399352,25.0491,10.99669531,FullServiceRestaurant,Normal
1455,33.93500554,3.586220833,0,0,9.179850659,19.4245,107.7665891,63.37037219,33.3988,10.99741694,FullServiceRestaurant,Normal
1456,41.36459269,3.586220833,0.009056056,0,9.179850659,26.9147,123.622325,62.52658156,50.0982,10.99754339,FullServiceRestaurant,Normal
1457,41.36545254,3.586220833,0.001295916,0,9.179850659,26.9147,124.0129696,59.40105172,50.0982,14.51371785,FullServiceRestaurant,Normal
1458,44.54484354,3.586220833,0.00135937,0,9.179850659,26.9147,126.9904541,56.47403672,50.0982,20.41821738,FullServiceRestaurant,Normal
1459,38.24478173,3.586220833,0,0,9.179850659,19.4245,113.1245933,58.10459148,33.3988,21.62120177,FullServiceRestaurant,Normal
1460,38.2323496,3.586220833,0,0,9.179850659,19.4245,107.1872259,55.7371343,33.3988,18.05129158,FullServiceRestaurant,Normal
1461,38.16572026,3.586220833,0,0,9.179850659,19.4245,106.6971464,61.23188793,25.0491,20.41615848,FullServiceRestaurant,Normal
1462,38.05814982,3.586220833,0,0,9.179850659,19.4245,96.36840795,63.3914372,16.6994,16.27757076,FullServiceRestaurant,Normal
1463,38.85027007,3.586220833,0,0,9.179850659,19.4245,86.58319381,68.98590786,8.3497,9.247585951,FullServiceRestaurant,Normal
1464,22.08894037,3.586220833,0,0,4.58992533,8.1892,90.59679105,79.75147334,3.33988,7.50543771,FullServiceRestaurant,Normal
1465,14.66154052,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1466,14.6835668,0,0,0,1.52997511,7.4902,3.931926365,0,3.33988,0.592046365,FullServiceRestaurant,Normal
1467,14.69562406,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1468,15.35918075,0,0,0,1.52997511,7.4902,3.931932308,0,3.33988,0.592052308,FullServiceRestaurant,Normal
1469,22.70411901,3.586220833,0.000749556,0,4.58992533,8.1892,105.0299356,96.66023565,8.3497,0.02,FullServiceRestaurant,Normal
1470,38.37540191,3.586220833,0.007912075,0,9.179850659,19.4245,116.1413658,93.67401281,16.6994,5.767953029,FullServiceRestaurant,Normal
1471,45.62189767,3.586220833,0.012234285,0,9.179850659,26.9147,132.7562663,86.09107806,25.0491,21.61608825,FullServiceRestaurant,Normal
1472,41.39370724,3.586220833,0,0,9.179850659,26.9147,132.0412359,78.22579796,33.3988,20.41663796,FullServiceRestaurant,Normal
1473,33.91324736,3.586220833,0,0,9.179850659,19.4245,116.2331596,74.90351194,25.0491,16.28054762,FullServiceRestaurant,Normal
1474,41.40381439,3.586220833,0.003016348,0,9.179850659,26.9147,131.956229,75.69401752,41.7485,14.51371151,FullServiceRestaurant,Normal
1475,42.17164521,3.586220833,0,0,9.179850659,26.9147,126.2014275,68.1737785,41.7485,16.27914903,FullServiceRestaurant,Normal
1476,41.45664046,3.586220833,0,0,9.179850659,26.9147,115.9081085,59.64570956,41.7485,14.51389894,FullServiceRestaurant,Normal
1477,33.93619955,3.586220833,0,0,9.179850659,19.4245,107.2176822,60.48791268,33.3988,13.33096947,FullServiceRestaurant,Normal
1478,33.94278615,3.586220833,0,0,9.179850659,19.4245,99.12896293,63.08247811,25.0491,10.99738481,FullServiceRestaurant,Normal
1479,33.94088229,3.586220833,0,0,9.179850659,19.4245,108.5441724,64.14727952,33.3988,10.99809288,FullServiceRestaurant,Normal
1480,41.36791132,3.586220833,0.005509908,0,9.179850659,26.9147,123.54236,62.44768055,50.0982,10.99647944,FullServiceRestaurant,Normal
1481,41.37636345,3.586220833,0.002674981,0,9.179850659,26.9147,122.552159,57.93994736,50.0982,14.51401165,FullServiceRestaurant,Normal
1482,44.55307478,3.586220833,0.001394816,0,9.179850659,26.9147,124.1717961,54.23908743,50.0982,19.83450872,FullServiceRestaurant,Normal
1483,38.10723285,3.586220833,0,0,9.179850659,19.4245,112.7983674,57.19569098,33.3988,22.20387645,FullServiceRestaurant,Normal
1484,38.09738523,3.586220833,0,0,9.179850659,19.4245,108.5967816,57.14166578,33.3988,18.05631578,FullServiceRestaurant,Normal
1485,38.05217017,3.586220833,0,0,9.179850659,19.4245,109.768885,64.88838669,25.0491,19.83139836,FullServiceRestaurant,Normal
1486,38.04843001,3.586220833,0,0,9.179850659,19.4245,99.24492513,66.26022576,16.6994,16.28529937,FullServiceRestaurant,Normal
1487,38.84792825,3.586220833,0,0,9.179850659,19.4245,87.20680011,69.60523642,8.3497,9.251863688,FullServiceRestaurant,Normal
1488,33.66285698,2.988517361,0.001727329,0,7.522377624,18.99590833,95.02664113,58.19377585,25.39700417,11.43586111,FullServiceRestaurant,Theft5
1489,34.14515797,2.96361305,0.001799301,0,7.644563136,19.44618785,95.21523204,57.29952779,26.31605101,11.59965324,FullServiceRestaurant,Theft5
1490,34.95672094,3.087096927,0.001874272,0,7.899337637,19.94435401,99.01870141,59.68700812,27.27339147,12.05830183,FullServiceRestaurant,Theft5
1491,35.80083975,3.215725965,0.001952367,0,8.164727742,20.46327709,103.0044856,62.17396679,28.27062111,12.55989774,FullServiceRestaurant,Theft5
1492,36.67948485,3.349714547,0.002033716,0,8.441175769,21.00382197,107.1325087,64.76454874,29.30940199,13.05855799,FullServiceRestaurant,Theft5
1493,37.58844922,3.489285987,0.002118454,0,8.729142463,21.56688955,111.4563682,67.4630716,30.39146541,13.60183124,FullServiceRestaurant,Theft5
1494,38.22935554,3.485247035,0.002059432,0,8.901609843,22.12429328,112.3736205,66.91984305,31.3098723,14.14390514,FullServiceRestaurant,Theft5
1495,38.23228835,3.481039793,0.001787804,0,8.890016476,22.23678467,112.8957593,66.46026578,31.91864198,14.51685153,FullServiceRestaurant,Theft5
1496,37.92438136,3.47665725,0.001508134,0,8.877940052,22.04187153,113.4464849,66.36024392,32.20487289,14.88136804,FullServiceRestaurant,Theft5
1497,37.77975553,3.4720921,0.001469733,0,8.865360443,21.83883701,113.7309059,66.31468524,32.15512593,15.26109471,FullServiceRestaurant,Theft5
1498,37.94070829,3.467336737,0.001356575,0,8.852256684,21.93943439,113.7741848,66.17813711,32.45121034,15.14483731,FullServiceRestaurant,Theft5
1499,37.7961836,3.462383233,0.001155565,0,8.838606935,21.73213165,113.0728536,65.93579979,32.06382327,15.07323054,FullServiceRestaurant,Theft5
1500,37.61374567,3.457223333,0.001203714,0,8.824388446,21.51619131,112.5816524,65.97237517,31.66029508,14.94898213,FullServiceRestaurant,Theft5
1501,37.45331293,3.451848437,0.001253868,0,8.809577521,21.29125344,112.2334266,66.17385745,31.23995321,14.81961591,FullServiceRestaurant,Theft5
1502,37.59951074,3.446249587,0.001306113,0,8.794149473,21.36903484,112.3408593,66.43219468,31.15000126,14.75866334,FullServiceRestaurant,Theft5
1503,37.75180585,3.440417452,0.001360534,0,8.778078591,21.45005712,112.7060312,66.55714132,31.40420547,14.74468439,FullServiceRestaurant,Theft5
1504,37.91099319,3.434342311,0.001417223,0,8.761338088,21.53445534,112.6742702,66.59878128,31.32109737,14.75439152,FullServiceRestaurant,Theft5
1505,37.76731505,3.428014039,0.001196912,0,8.743900064,21.31027847,112.0073069,66.63080707,30.53871809,14.83778177,FullServiceRestaurant,Theft5
1506,37.6176567,3.421422089,0.001246783,0,8.725735456,21.07676091,111.148701,66.57368133,29.72373968,14.85127996,FullServiceRestaurant,Theft5
1507,37.32931996,3.414555475,0.001242826,0,8.706813989,20.83351345,110.2894324,66.77100479,28.87480383,14.64362381,FullServiceRestaurant,Theft5
1508,37.29131417,3.407402752,0.001294611,0,8.687104128,20.89222234,110.2182215,67.12884907,28.68630399,14.40306844,FullServiceRestaurant,Theft5
1509,37.2527581,3.399951998,0.001348553,0,8.666573022,20.95337744,109.8598879,67.1190081,28.48994999,14.25092977,FullServiceRestaurant,Theft5
1510,37.215894,3.392190797,0.001404743,0,8.645186454,21.01708067,109.4378211,66.78614894,28.63331874,14.01835345,FullServiceRestaurant,Theft5
1511,37.1821463,3.384106212,0.001463273,0,8.622908779,21.08343819,109.3196226,66.21555004,29.13056536,13.97350718,FullServiceRestaurant,Theft5
1512,22.07044927,3.586220833,0,0,4.58992533,8.1892,115.8038134,103.2175089,3.33988,9.246424588,FullServiceRestaurant,Normal
1513,14.64345588,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1514,14.66414665,0,0,0,1.52997511,7.4902,3.931954443,0,3.33988,0.592074443,FullServiceRestaurant,Normal
1515,14.67630929,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1516,14.82633386,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02,FullServiceRestaurant,Normal
1517,22.18217255,3.586220833,0.008104493,0,4.58992533,8.1892,126.3622765,117.4204961,8.3497,0.592080342,FullServiceRestaurant,Normal
1518,38.13675802,3.586220833,0.007325334,0,9.179850659,19.4245,136.2102312,113.7423117,16.6994,5.768519522,FullServiceRestaurant,Normal
1519,44.54029104,3.586220833,0.007483061,0,9.179850659,26.9147,133.9102371,103.093316,25.0491,5.767821102,FullServiceRestaurant,Normal
1520,41.36823703,3.586220833,0,0,9.179850659,26.9147,142.2644977,103.6724569,33.3988,5.193240732,FullServiceRestaurant,Normal
1521,33.88267846,3.586220833,0,0,9.179850659,19.4245,141.3007041,110.4836221,25.0491,5.767982072,FullServiceRestaurant,Normal
1522,41.3809709,3.586220833,0.008296231,0,9.179850659,26.9147,167.9522548,108.1513492,41.7485,18.05240563,FullServiceRestaurant,Normal
1523,42.14941491,3.586220833,0,0,9.179850659,26.9147,164.4365938,104.0498967,41.7485,18.63819713,FullServiceRestaurant,Normal
1524,41.42654028,3.586220833,0,0,9.179850659,26.9147,154.6651024,98.4027132,41.7485,14.51388917,FullServiceRestaurant,Normal
1525,33.90224449,3.586220833,0,0,9.179850659,19.4245,145.8977987,97.98564763,33.3988,14.51335108,FullServiceRestaurant,Normal
1526,33.90400961,3.586220833,0,0,9.179850659,19.4245,133.9620987,97.91421574,25.0491,10.99878292,FullServiceRestaurant,Normal
1527,33.89170752,3.586220833,0,0,9.179850659,19.4245,142.9499041,98.55376558,33.3988,10.99733856,FullServiceRestaurant,Normal
1528,41.31816704,3.586220833,0.004774181,0,9.179850659,26.9147,157.1991656,96.10367243,50.0982,10.99729316,FullServiceRestaurant,Normal
1529,41.32494628,3.586220833,0,0,9.179850659,26.9147,160.5643775,95.37215359,50.0982,15.09402391,FullServiceRestaurant,Normal
1530,44.51003473,3.586220833,0,0,9.179850659,26.9147,161.7373721,93.58447878,50.0982,18.05469327,FullServiceRestaurant,Normal
1531,38.21218165,3.586220833,0,0,9.179850659,19.4245,146.6278856,95.17606294,33.3988,18.05302269,FullServiceRestaurant,Normal
1532,38.19211867,3.586220833,0,0,9.179850659,19.4245,142.7908377,94.87721316,33.3988,14.51482453,FullServiceRestaurant,Normal
1533,38.12244052,3.586220833,0,0,9.179850659,19.4245,147.6440998,103.958215,25.0491,18.63678486,FullServiceRestaurant,Normal
1534,38.01387329,3.586220833,0,0,9.179850659,19.4245,141.021289,109.8102848,16.6994,14.51160424,FullServiceRestaurant,Normal
1535,38.82371107,3.586220833,0,0,9.179850659,19.4245,126.8193863,110.9649515,8.3497,7.504734837,FullServiceRestaurant,Normal
1536,4.076518581,0.662571217,0,0,0.848010357,1.512993332,24.5271559,22.52335716,0.617058586,1.386740158,FullServiceRestaurant,Theft3
1537,5.961937948,0,0,0,0.623439103,3.052130415,1.369094542,0,1.360944879,0.008149663,FullServiceRestaurant,Theft3
1538,11.28571037,0,0,0,1.178417635,5.769102851,3.028463179,0,2.572442823,0.456020356,FullServiceRestaurant,Theft3
1539,9.005954186,0,0,0,0.939530438,4.599598281,2.063242406,0,2.050960763,0.012281643,FullServiceRestaurant,Theft3
1540,9.046114902,0,0,0,0.934132487,4.573171885,2.051388314,0,2.039177234,0.012211081,FullServiceRestaurant,Theft3
1541,2.562892032,0.414486206,0.000630089,0,0.530491798,0.946486733,16.37182177,15.33835333,0.965036912,0.068431527,FullServiceRestaurant,Theft3
1542,28.58022286,2.687916356,0.005250328,0,6.880410293,14.55890022,114.2619516,97.42204361,12.51640445,4.323503549,FullServiceRestaurant,Theft3
1543,22.22272553,1.78928446,0.004434923,0,4.580131814,13.42863608,84.90002772,61.61538018,12.49782639,10.78682115,FullServiceRestaurant,Theft3
1544,19.68557385,1.706442633,0,0,4.368076943,12.80690556,85.47631071,60.14693969,15.89225507,9.437115953,FullServiceRestaurant,Theft3
1545,15.09553859,1.597627521,0,0,4.089536795,8.653431349,74.09578865,55.42430244,11.15913754,7.512348669,FullServiceRestaurant,Theft3
1546,29.71419381,2.575535494,0.001295514,0,6.592742697,19.32947479,126.0952917,85.68842492,29.98274468,10.42412216,FullServiceRestaurant,Theft3
1547,28.02602043,2.384603979,0,0,6.104004586,17.89652777,109.6417138,71.05573024,27.76004152,10.82594203,FullServiceRestaurant,Theft3
1548,12.33594851,1.067822106,0,0,2.733364152,8.01403845,45.41803853,28.66551513,12.4309052,4.321618196,FullServiceRestaurant,Theft3
1549,11.42447983,1.208449102,0,0,3.093334963,6.545475218,47.65482063,32.10332518,11.25439613,4.297099315,FullServiceRestaurant,Theft3
1550,26.19046483,2.770385725,0,0,7.091511764,15.00558946,102.7596671,74.91307285,19.35064021,8.49595399,FullServiceRestaurant,Theft3
1551,9.691858437,1.025562931,0,0,2.625190969,5.55488579,40.93625426,28.07444629,9.551160622,3.310647342,FullServiceRestaurant,Theft3
1552,26.36743273,2.288481649,0.004075157,0,5.857954865,17.17512666,99.72229628,60.735169,31.96925585,7.017871428,FullServiceRestaurant,Theft3
1553,12.3820287,1.074431005,0,0,2.750281321,8.063638443,46.75056961,27.39308968,15.00941015,4.348069778,FullServiceRestaurant,Theft3
1554,7.710024524,0.62115539,0.000126321,0,1.590006299,4.66179071,27.79986677,15.686965,8.677314752,3.435587021,FullServiceRestaurant,Theft3
1555,11.57250252,1.086050194,0,0,2.78002361,5.882510578,46.23005065,29.56792045,10.11448399,6.547646206,FullServiceRestaurant,Theft3
1556,6.774755978,0.636133817,0,0,1.628347419,3.445571788,26.88255602,17.65208293,5.924371954,3.30610114,FullServiceRestaurant,Theft3
1557,21.58599107,2.030595567,0,0,5.197829392,10.99857076,85.45375751,60.03907091,14.18334056,11.23134604,FullServiceRestaurant,Theft3
1558,4.334405348,0.408906519,0,0,1.046700957,2.214811927,16.59620847,12.83562563,1.904091755,1.856491083,FullServiceRestaurant,Theft3
1559,6.625848899,0.612045471,0,0,1.566687128,3.315099041,23.12279914,20.11906623,1.42500875,1.578724154,FullServiceRestaurant,Theft3
1560,14.60157423,1.299570553,0.000613648,0,3.271140591,8.260458317,57.46625084,41.25795244,11.04400435,5.164294045,FullServiceRestaurant,Theft4
1561,9.798128743,0.852141604,0.000423156,0,2.199370156,5.595710138,37.94626074,26.90250283,7.574685724,3.469072186,FullServiceRestaurant,Theft4
1562,17.5561986,1.554999476,0.000772181,0,3.979593168,10.0454241,69.15786271,49.09204949,13.74850151,6.317311717,FullServiceRestaurant,Theft4
1563,13.78983801,1.243857624,0.000617674,0,3.156822633,7.905743696,55.26180681,39.26915796,10.93972244,5.052926402,FullServiceRestaurant,Theft4
1564,10.2313254,0.939873778,0.000466722,0,2.365658661,5.877355922,41.70592315,29.67224795,8.223237151,3.810438043,FullServiceRestaurant,Theft4
1565,6.15396404,0.576271501,0.000286165,0,1.438563138,3.545318069,25.54529481,18.19315665,5.015972846,2.336165318,FullServiceRestaurant,Theft4
1566,9.221496167,0.846098852,0.000368632,0,2.164114189,5.370630077,37.40818872,26.1681819,7.637012527,3.602994293,FullServiceRestaurant,Theft4
1567,5.726504413,0.524907628,0.000188045,0,1.342530343,3.357532301,23.07177681,15.90511175,4.858362919,2.308302134,FullServiceRestaurant,Theft4
1568,9.037352496,0.83474002,0.000174868,0,2.134876724,5.288465414,36.25507503,24.83631863,7.83029853,3.588457868,FullServiceRestaurant,Theft4
1569,12.82882987,1.189412535,0.000239072,0,3.04181238,7.455616104,51.06784708,34.87688899,11.16191714,5.029040952,FullServiceRestaurant,Theft4
1570,11.3937804,1.048599951,0.000223352,0,2.681550202,6.626289224,44.84028077,30.43545655,9.990697483,4.414126739,FullServiceRestaurant,Theft4
1571,8.995933087,0.831121965,0.000168921,0,2.125271946,5.190570446,35.22720938,23.91102382,7.809135318,3.507050245,FullServiceRestaurant,Theft4
1572,9.609622529,0.892840533,0.000193345,0,2.282938677,5.502379188,37.61614926,25.61907839,8.257778643,3.739292223,FullServiceRestaurant,Theft4
1573,5.745928924,0.536572775,0.000124196,0,1.371879707,3.25718838,22.59936126,15.47264273,4.874306201,2.252412324,FullServiceRestaurant,Theft4
1574,9.735276513,0.901390118,0.000223897,0,2.304426071,5.514871274,38.14726103,26.14785246,8.173267324,3.82614125,FullServiceRestaurant,Theft4
1575,13.10361418,1.201672995,0.000321579,0,3.071806196,7.417306795,51.29049282,34.99052166,11.08969151,5.210279659,FullServiceRestaurant,Theft4
1576,12.05711491,1.093802558,0.000316589,0,2.795749105,6.818936563,46.91714701,31.97464574,10.08666087,4.855840405,FullServiceRestaurant,Theft4
1577,8.33265594,0.758893924,0.000119168,0,1.939478662,4.647662525,32.53284249,22.38705563,6.686665024,3.459121839,FullServiceRestaurant,Theft4
1578,8.83704767,0.80854925,0.000138748,0,2.06607407,4.848159109,34.65629184,24.1953892,6.737111284,3.723791358,FullServiceRestaurant,Theft4
1579,9.924271413,0.918000613,0.000153057,0,2.345343171,5.365940921,39.29107534,28.03135626,7.131654921,4.128064158,FullServiceRestaurant,Theft4
1580,5.32179736,0.491314365,0.0000908,0,1.254967778,2.89461342,21.07948464,15.21653344,3.734897146,2.128054049,FullServiceRestaurant,Theft4
1581,6.241851152,0.574871604,0.000118853,0,1.468025454,3.419436991,24.7174191,18.02268239,4.252892557,2.441844151,FullServiceRestaurant,Theft4
1582,1.961315589,0.180073688,0.0000422,0,0.459701249,1.083785007,7.720685782,5.648226585,1.342031374,0.730427823,FullServiceRestaurant,Theft4
1583,7.419831013,0.678479401,0.000182892,0,1.731347279,4.145327637,29.0926379,21.04647591,5.343728224,2.702433768,FullServiceRestaurant,Theft4
1584,14.60157423,1.299570553,0.000613648,0,3.271140591,8.260458317,57.46625084,41.25795244,11.04400435,5.164294045,FullServiceRestaurant,Theft6
1585,9.798128743,0.852141604,0.000423156,0,2.199370156,5.595710138,37.94626074,26.90250283,7.574685724,3.469072186,FullServiceRestaurant,Theft6
1586,17.5561986,1.554999476,0.000772181,0,3.979593168,10.0454241,69.15786271,49.09204949,13.74850151,6.317311717,FullServiceRestaurant,Theft6
1587,13.78983801,1.243857624,0.000617674,0,3.156822633,7.905743696,55.26180681,39.26915796,10.93972244,5.052926402,FullServiceRestaurant,Theft6
1588,10.2313254,0.939873778,0.000466722,0,2.365658661,5.877355922,41.70592315,29.67224795,8.223237151,3.810438043,FullServiceRestaurant,Theft6
1589,6.15396404,0.576271501,0.000286165,0,1.438563138,3.545318069,25.54529481,18.19315665,5.015972846,2.336165318,FullServiceRestaurant,Theft6
1590,9.221496167,0.846098852,0.000368632,0,2.164114189,5.370630077,37.40818872,26.1681819,7.637012527,3.602994293,FullServiceRestaurant,Theft6
1591,5.726504413,0.524907628,0.000188045,0,1.342530343,3.357532301,23.07177681,15.90511175,4.858362919,2.308302134,FullServiceRestaurant,Theft6
1592,9.037352496,0.83474002,0.000174868,0,2.134876724,5.288465414,36.25507503,24.83631863,7.83029853,3.588457868,FullServiceRestaurant,Theft6
1593,12.82882987,1.189412535,0.000239072,0,3.04181238,7.455616104,51.06784708,34.87688899,11.16191714,5.029040952,FullServiceRestaurant,Theft6
1594,11.3937804,1.048599951,0.000223352,0,2.681550202,6.626289224,44.84028077,30.43545655,9.990697483,4.414126739,FullServiceRestaurant,Theft6
1595,8.995933087,0.831121965,0.000168921,0,2.125271946,5.190570446,35.22720938,23.91102382,7.809135318,3.507050245,FullServiceRestaurant,Theft6
1596,9.609622529,0.892840533,0.000193345,0,2.282938677,5.502379188,37.61614926,25.61907839,8.257778643,3.739292223,FullServiceRestaurant,Theft6
1597,5.745928924,0.536572775,0.000124196,0,1.371879707,3.25718838,22.59936126,15.47264273,4.874306201,2.252412324,FullServiceRestaurant,Theft6
1598,9.735276513,0.901390118,0.000223897,0,2.304426071,5.514871274,38.14726103,26.14785246,8.173267324,3.82614125,FullServiceRestaurant,Theft6
1599,13.10361418,1.201672995,0.000321579,0,3.071806196,7.417306795,51.29049282,34.99052166,11.08969151,5.210279659,FullServiceRestaurant,Theft6
1600,12.05711491,1.093802558,0.000316589,0,2.795749105,6.818936563,46.91714701,31.97464574,10.08666087,4.855840405,FullServiceRestaurant,Theft6
1601,8.33265594,0.758893924,0.000119168,0,1.939478662,4.647662525,32.53284249,22.38705563,6.686665024,3.459121839,FullServiceRestaurant,Theft6
1602,8.83704767,0.80854925,0.000138748,0,2.06607407,4.848159109,34.65629184,24.1953892,6.737111284,3.723791358,FullServiceRestaurant,Theft6
1603,9.924271413,0.918000613,0.000153057,0,2.345343171,5.365940921,39.29107534,28.03135626,7.131654921,4.128064158,FullServiceRestaurant,Theft6
1604,5.32179736,0.491314365,0.0000908,0,1.254967778,2.89461342,21.07948464,15.21653344,3.734897146,2.128054049,FullServiceRestaurant,Theft6
1605,6.241851152,0.574871604,0.000118853,0,1.468025454,3.419436991,24.7174191,18.02268239,4.252892557,2.441844151,FullServiceRestaurant,Theft6
1606,1.961315589,0.180073688,0.0000422,0,0.459701249,1.083785007,7.720685782,5.648226585,1.342031374,0.730427823,FullServiceRestaurant,Theft6
1607,7.419831013,0.678479401,0.000182892,0,1.731347279,4.145327637,29.0926379,21.04647591,5.343728224,2.702433768,FullServiceRestaurant,Theft6
1608,22.06761252,3.586220833,0,0,4.58992533,8.1892,115.5673117,104.7227091,3.33988,7.504722553,FullServiceRestaurant,Normal
